,0
2661,19314911.888022803
2662,89632627.42002773
2663,328451245.4858419
2664,21640036.16423143
2665,53539032.33176944
2666,328451245.4858419
2667,23313213.06195053
2668,128194126.88581102
2669,164167119.0664756
2670,21640036.16423143
2671,89321098.9452378
2672,328357426.9177334
2673,28425383.05130632
2674,128490365.42833741
2675,223165295.79462546
2676,27681702.06606887
2677,128127892.28183632
2678,328451245.4858419
2679,23061894.811962597
2680,89768912.24793209
2681,86981925867.16191
2682,19321199.615774788
2683,128554786.24881478
2684,13130625167.957428
2685,19290373.78654356
2686,128241270.50582631
2687,223249643.96722713
2688,27392586.294837616
2689,91598069.28404963
2690,9.067683751831507e+25
2691,20861924.873967186
2692,77245706.53096756
2693,328372178.3012772
2694,27599927.939075816
2695,73025706.40863152
2696,328451245.4858419
2697,20861924.873967186
2698,128364326.10267985
2699,327232258.6533796
2700,24820293.626160763
2701,89401184.54663077
2702,328451245.4858419
2703,20655256.74318362
2704,70501572.33296283
2705,328451245.4858419
2706,25818793.36186675
2707,83773000.5775026
2708,328451245.4858419
2709,20638822.159198903
2710,61662879.280671574
2711,328451245.4858419
2712,29611585.13882444
2713,285978588.90867996
2714,164132391.93230173
2715,25981016.477229457
2716,78498863.78493875
2717,219332243.2104753
2718,19342277.591480188
2719,72625294.79798779
2720,328451245.4858419
2721,19374777.49470423
2722,59673857.15623413
2723,8.838457918401629e+25
2724,19343407.514691137
2725,89056953.35936777
2726,328422485.6853567
2727,30466603.620010007
2728,63381819.71306002
2729,328452182.5740238
2730,19337503.111140363
2731,128633748.5765007
2732,328423555.7988648
2733,29023712.050838113
2734,59441873.22213008
2735,56646951.16526033
2736,27602255.65141211
2737,128541002.99894476
2738,328129873.0488499
2739,24393499.814984966
2740,88945341.68159668
2741,328413739.03545433
2742,24140764.802636664
2743,128426558.98216256
2744,164141089.1536518
2745,19219792.238562543
2746,187951261.16174284
2747,328457635.31822884
2748,21640036.16423143
2749,69590333.7582055
2750,164277058.5888887
2751,24239880.714540575
2752,83626170.16151828
2753,13445040537.733963
2754,26319721.4248039
2755,71022828.97709656
2756,164422595.6981606
2757,23236330.413351752
2758,187679374.6150764
2759,328451245.4858419
2760,19196956.812716853
2761,89482776.39531581
2762,164169229.17064792
2763,21640036.16423143
2764,65194686.07556834
2765,328451245.4858419
2766,19285536.425862275
2767,63384527.57348166
2768,405367130672.89124
2769,23256749.505304378
2770,89496405.74543345
2771,328451245.4858419
2772,21241160.641038183
2773,81322744.47790386
2774,328424435.5786333
2775,20731608.831686698
2776,78524106.17632608
2777,328423530.9945104
2778,19185461.348810066
2779,72055367.4194222
2780,328399873.5920776
2781,20833246.156360824
2782,88593026.44756624
2783,328450878.6911362
2784,29818723.101078592
2785,285958249.7317651
2786,87068124651.93779
2787,30938948.953967422
2788,75495337.21680519
2789,328451245.4858419
2790,28674813.85695923
2791,78115507.3392457
2792,134218697467.75345
2793,19343366.744694855
2794,128331386.64853899
2795,328416879.13556194
2796,20655256.74318362
2797,128293654.86739309
2798,328451245.4858419
2799,28443903.552646488
2800,128469496.2523149
2801,328449303.24809825
2802,24686598.1373504
2803,59212828.16699366
2804,164206035.95154744
2805,26852830.925718255
2806,187929988.5711092
2807,328451811.76776856
2808,20861924.87396719
2809,127940020.08821802
2810,7424061595.822899
2811,26567452.69526887
2812,128583303.36428893
2813,328451245.4858419
2814,27892760.242688596
2815,89125869.5106388
2816,328400670.13102555
2817,20731608.8316867
2818,89474471.527417
2819,328428099.04982126
2820,23144468.313933775
2821,74370045.37676674
2822,328448501.9549669
2823,19248202.36442261
2824,89337562.86148235
2825,9.387005645631133e+25
2826,28844470.876805924
2827,78572780.6549553
2828,328242273.9138015
2829,28067045.343529385
2830,89191957.04771167
2831,328303009.35406256
2832,19195975.250493802
2833,89134018.6770402
2834,328453794.4659611
2835,22999636.75763151
2836,66932778.5624821
2837,68030139507.91195
2838,19161845.01793366
2839,78644591.18755603
2840,7.626303367357838e+24
2841,24004880.768200513
2842,69824496.29045472
2843,328451245.4858419
2844,28882013.23867456
2845,89532168.0004657
2846,328451245.4858419
2847,26939564.088929415
2848,66901876.16737075
2849,328423269.57224464
2850,24097972.14631781
2851,128514684.76092152
2852,9.201600669486932e+26
2853,25620314.397631776
2854,102910276.52813455
2855,328424435.5786333
2856,27742227.553152133
2857,82768413.43394157
2858,328424435.5786333
2859,19282393.00837955
2860,59152728.236280896
2861,138804412379.8541
2862,25832086.81754314
2863,59996242.69070859
2864,4228454896.857207
2865,19339583.978259314
2866,76404911.79032055
2867,328425939.23416775
2868,19163274.38939694
2869,68204067.27537864
2870,7.533374794886988e+24
2871,23005059.667664092
2872,67447822.25683558
2873,19648703141.887596
2874,26334434.560221385
2875,74652068.59213251
2876,164040523.61019033
2877,24870314.54121562
2878,128567084.08164597
2879,164072537.2626026
2880,19288839.65979887
2881,127955613.84679465
2882,8795173692.226673
2883,28661347.852312125
2884,65437697.4925323
2885,328436827.64693785
2886,25318583.325755693
2887,91399461.73094943
2888,328451245.4858419
2889,25706964.195389155
2890,89689827.64873603
2891,328451245.4858419
2892,23966269.644590177
2893,68182338.35509215
2894,164795317.92175627
2895,24867370.04751395
2896,89237851.39876214
2897,63185548660.75936
2898,19240732.254996546
2899,86709245.81052913
2900,1.2635696700595286e+27
2901,27323801.93491419
2902,72359527.83214511
2903,328458003.41800994
2904,25413243.72535839
2905,68218573.27532789
2906,328424435.5786333
2907,23549495.6791415
2908,69521529.18457341
2909,328448501.9549669
2910,21640036.16423143
2911,128668872.34149404
2912,328457183.20181054
2913,26703327.24325904
2914,89778676.9794027
2915,1.137134317229542e+26
2916,19237797.823926024
2917,71412750.66516905
2918,328418302.0682717
2919,24800873.959949862
2920,82828306.9990253
2921,7.071572550927874e+24
2922,20655256.74318362
2923,128535854.73763867
2924,164316822.79125434
2925,19291025.780891784
2926,63532179.28265395
2927,1.093076270693124e+27
2928,19234395.057346553
2929,67408916.86493205
2930,328451929.9848603
2931,25831847.24929226
2932,78611771.94875145
2933,328451245.4858419
2934,20731608.831686698
2935,66683253.68185699
2936,339562632546.8672
2937,19312984.087693684
2938,80445108.66502762
2939,11066900513.527866
2940,21640036.16423143
2941,71325261.85967037
2942,328360040.7472523
2943,19185862.44440312
2944,85623259.61962695
2945,164226232.08058244
2946,25934849.927740652
2947,187636246.46119216
2948,1960042952119.3828
2949,19222833.02243275
2950,51462007.7458377
2951,861681283.3160692
2952,22370199.66533214
2953,285925071.3232822
2954,3.0593631199145165e+26
2955,22933063.18699838
2956,95251777.90829018
2957,328460566.7920531
2958,23712469.081260145
2959,55135609.14087715
2960,164108316.96542817
2961,20655256.74318362
2962,286009085.2144002
2963,328451245.4858419
2964,19234069.17145555
2965,187763435.74045032
2966,124105284419.93579
2967,25855656.570192438
2968,62827305.28950576
2969,328451245.4858419
2970,25435298.017429713
2971,285975231.161152
2972,1.1776223064044677e+27
2973,22395646.932962403
2974,127868163.87724939
2975,328451245.4858419
2976,22772146.7217971
2977,71935559.7154539
2978,328385349.8521025
2979,22648439.87101579
2980,188052720.82414183
2981,328451245.4858419
2982,22804935.638339035
2983,62477716.82342197
2984,2050728856.7317939
2985,20655256.74318362
2986,84687744.46664865
2987,163883853.36528146
2988,25179548.404877428
2989,91025920.2837615
2990,328423663.10737425
2991,27348653.172210194
2992,80196168.38143027
2993,164107348.445228
2994,24103378.62106515
2995,63033885.98982731
2996,328349263.0132731
2997,24908249.263569664
2998,63200089.22337564
2999,164303277.67673928
3000,22539384.410792634
3001,74259490.80593899
3002,328431191.8821751
3003,26067237.999616936
3004,83078080.10662194
3005,1.0942974584932632e+27
3006,27415175.942222662
3007,128012101.1451902
3008,328451245.4858419
3009,23614450.81538188
3010,286043195.17487156
3011,328416693.8221662
3012,19190088.08613637
3013,72716953.81562047
3014,328424435.5786333
3015,24578452.39933265
3016,89619123.42670345
3017,164139632.15635267
3018,26804907.076272413
3019,89394050.41773114
3020,837784770560.79
3021,21241160.64103818
3022,54625925.09402249
3023,1.3399116824802427e+25
3024,19241161.754930865
3025,127675829.65785615
3026,328442669.06017566
3027,28612344.41325795
3028,286012434.5093397
3029,164069341.72406134
3030,26813168.725336682
3031,60720342.782032296
3032,164205658.53815928
3033,19343623.761092197
3034,86049437.11869723
3035,328442669.06017566
3036,26612934.711235784
3037,79663797.60219732
3038,328451245.4858419
3039,24117258.699876077
3040,285947882.29353386
3041,1.1133614374302276e+26
3042,19209202.287976906
3043,128413776.08123834
3044,328451245.4858419
3045,23975632.357892226
3046,285939919.05746096
3047,328451245.4858419
3048,20731608.831686698
3049,85559433.93559292
3050,1.347073027600071e+25
3051,25185679.48283083
3052,285936742.790944
3053,8.796674623773466e+24
3054,20731608.8316867
3055,67349707.14554039
3056,328086023.4884919
3057,24126125.577135924
3058,61169238.87839715
3059,434224260149.96497
3060,19289278.11392439
3061,74445412.31773594
3062,328442669.06017566
3063,24185272.71462778
3064,127901750.62879686
3065,328436664.2833687
3066,20833246.156360824
3067,58007813.94299755
3068,328355794.7859575
3069,25512395.149332866
3070,61661973.793951154
3071,328424435.5786333
3072,25260864.485296004
3073,83828375.90664868
3074,328451245.4858419
3075,24049827.92006378
3076,285945112.24900234
3077,328451245.4858419
3078,26437535.43987795
3079,88022064.41639665
3080,328347376.73145056
3081,28478841.45658765
3082,60489040.622301914
3083,164162321.7618342
3084,27675574.497299016
3085,88889535.36102732
3086,1.3585794810682724e+26
3087,25326457.24331829
3088,63380786.96759385
3089,328344048.0223902
3090,24838757.841781102
3091,70030903.03400587
3092,8.701028731114447e+24
3093,23881946.612446614
3094,75704599.06458624
3095,328442661.8265478
3096,19270209.237398576
3097,187986245.07942933
3098,328448501.9549669
3099,29003110.88277625
3100,74481045.88117072
3101,328424435.5786333
3102,24708007.166887604
3103,128051955.02231233
3104,40744008992.01925
3105,21241160.64103818
3106,67779541.31835847
3107,328424435.5786333
3108,23433880.275108047
3109,128081748.34395552
3110,328451245.4858419
3111,25022407.678097732
3112,65631277.540317714
3113,328442852.20205355
3114,29169876.071073033
3115,128281705.27403124
3116,328434142.72227407
3117,25748761.590202942
3118,69604335.33065054
3119,9.970756388186455e+25
3120,25227010.524554003
3121,88446976.92298478
3122,328451245.4858419
3123,28381569.390666176
3124,127882037.84729883
3125,164090515.0189163
3126,19317613.61184066
3127,285882050.7841177
3128,164799492.7789878
3129,26200953.21814304
3130,75087325.01415165
3131,328451245.4858419
3132,25032797.977340274
3133,65459834.86876023
3134,4.110213676253561e+26
3135,25769408.616483156
3136,285975329.3657025
3137,328451245.4858419
3138,26358058.817349028
3139,128322658.1555331
3140,1.1366618197916545e+27
3141,19338508.32085584
3142,62237490.97772348
3143,328088859.9940859
3144,23285973.398594342
3145,285986960.7148026
3146,164798236.51607013
3147,28723368.83049168
3148,128311502.92828926
3149,725853742.1106403
3150,24676161.05469809
3151,58144685.95920174
3152,39386517766.52197
3153,21640036.16423143
3154,285913625.19140184
3155,164184536.40764478
3156,29066599.70561416
3157,128672029.6615543
3158,328439803.77461636
3159,20731608.831686698
3160,70233981.09142652
3161,328451245.4858419
3162,24531583.193290353
3163,128475467.7335349
3164,328422622.30434924
3165,27522733.409883015
3166,57006500.017319895
3167,328451245.4858419
3168,19243709.70849069
3169,128613598.7334104
3170,328424435.5786333
3171,28329497.24418115
3172,76147058.17727235
3173,164426635.51152533
3174,25601706.812397968
3175,128145266.76962788
3176,7.827835848867532e+24
3177,19276784.194952305
3178,128441527.23968974
3179,811200880.2078807
3180,23578355.79781086
3181,80295639.42629275
3182,4095125966.419795
3183,19114554.526926294
3184,62815236.71936891
3185,5438857101.216222
3186,28207365.505874686
3187,80198744.0629719
3188,164125982.096327
3189,25090324.997533884
3190,89242173.67960224
3191,1.4391850563216214e+26
3192,28691398.19605408
3193,78346347.24885926
3194,328429483.9052258
3195,23290016.490514867
3196,70981382.90693161
3197,328345215.44152516
3198,22799747.107018955
3199,59111645.853544414
3200,328451245.4858419
3201,22705689.508704074
3202,80683677.49716973
3203,1.155929381188073e+26
3204,19264976.909714725
3205,89323064.84419422
3206,328448501.9549669
3207,24273730.94106259
3208,60783079.90945373
3209,328451245.4858419
3210,19303674.834798936
3211,66328802.19364409
3212,328451245.4858419
3213,27210421.05766865
3214,58901995.13080498
3215,328375631.6258256
3216,28392224.300357807
3217,66353486.563317165
3218,328083992.76943886
3219,23792056.34887858
3220,59951251.261850916
3221,328451245.4858419
3222,22068548.775535963
3223,63791509.70982204
3224,8.640768694711588e+24
3225,24606228.73290082
3226,128328669.86865076
3227,328451245.4858419
3228,24041155.66529426
3229,62797645.887071356
3230,1.5096708516527399e+26
3231,23832759.084312804
3232,127767128.5370893
3233,328416121.89919376
3234,26200363.6399133
3235,59649642.87443328
3236,9.920249414358785e+25
3237,19309685.233505484
3238,66187443.453559205
3239,164802045.61282215
3240,23877582.667540736
3241,128389942.89613342
3242,9.666032603120704e+24
3243,26058961.779803857
3244,128068510.25142786
3245,328434124.0554093
3246,25324776.976830535
3247,89527109.1241612
3248,164273840.84851784
3249,24558782.014609884
3250,66122096.10471065
3251,328435943.3410636
3252,26467658.245793242
3253,70175932.54975963
3254,328439936.9695299
3255,23545959.83714785
3256,88313521.27134018
3257,1.1889189645220206e+26
3258,21241160.64103818
3259,89000676.12203157
3260,1.148488517323001e+26
3261,23086752.600665037
3262,127947209.47040203
3263,328451245.4858419
3264,23173701.746234015
3265,60794407.39741075
3266,328451245.4858419
3267,23814104.23830142
3268,66236162.03363452
3269,328451245.4858419
3270,19214522.079215672
3271,65636116.54407328
3272,328457452.3410908
3273,25960807.381897382
3274,128603382.86622381
3275,184052857683.03375
3276,25863298.992906265
3277,89973711.92068139
3278,25612361292.12301
3279,24744674.45838699
3280,128471011.74834009
3281,427847341983.9922
3282,28609014.53366641
3283,66342995.65157746
3284,328424349.8554582
3285,19351697.07087345
3286,62875442.79701364
3287,8.340065386684849e+25
3288,24279199.302155823
3289,127627550.06648207
3290,328451245.4858419
3291,26529015.834832754
3292,89001376.9525455
3293,158378700018.0944
3294,27667726.71136204
3295,65117841.11039933
3296,328451245.4858419
3297,26982176.113336153
3298,57731053.09995347
3299,809167018520.6326
3300,22068548.775535963
3301,127921033.59182104
3302,4573190744.296713
3303,26078453.15832107
3304,89069517.48060879
3305,328424435.5786333
3306,24533571.040955875
3307,89270839.28769365
3308,6.901045944070629e+24
3309,19257756.69359561
3310,72458003.89834316
3311,328365281.1680726
3312,21640036.164231427
3313,65850307.64867135
3314,12818640702.21823
3315,28621280.189318288
3316,89687264.38310155
3317,164715166.34994596
3318,19223249.6699195
3319,60550435.81758765
3320,328448501.9549669
3321,23426788.07706061
3322,66297632.75469454
3323,328450940.187799
3324,21241160.64103818
3325,77405668.28515662
3326,328451245.4858419
3327,23842506.741501357
3328,89275206.3993472
3329,328452982.9882176
3330,20731608.831686698
3331,66094035.924138166
3332,164421377.14159995
3333,19320843.873738457
3334,59911582.84588803
3335,164041103.55178243
3336,23614306.226111624
3337,89644586.25010093
3338,328451245.4858419
3339,27399685.220925223
3340,92409519.53342208
3341,328451245.4858419
3342,23512908.72563028
3343,66236044.1558257
3344,2320641983.9987173
3345,24589736.419417135
3346,53144561.125274405
3347,328419332.65897495
3348,19223526.57695043
3349,64118233.29076798
3350,328451245.4858419
3351,25021520.71452769
3352,89401644.97416267
3353,1.063046752975181e+26
3354,24342599.067969058
3355,89614614.80619797
3356,1.1663776597786141e+27
3357,22068548.775535963
3358,72088251.57267265
3359,164038144.5762321
3360,23113064.468934607
3361,128432216.9195571
3362,211566191610.90894
3363,28435240.261807866
3364,67638244.71473086
3365,9.678279449966456e+25
3366,20655256.743183617
3367,63885709.20814295
3368,328440474.74287474
3369,22539253.381913263
3370,88975359.1243529
3371,164171040.28704357
3372,21241160.641038183
3373,63055300.86734911
3374,164337563.7699391
3375,24596041.218303677
3376,89387533.73950091
3377,328163101.27900046
3378,23648362.991669096
3379,67122048.16824853
3380,328451245.4858419
3381,21241160.64103818
3382,74898119.99494255
3383,328429809.41732526
3384,21241160.641038183
3385,128165256.50531718
3386,1.155007407705507e+25
3387,23290076.021997605
3388,71401344.79099107
3389,164197308.31615883
3390,24162115.345479812
3391,55026829.15711905
3392,328447901.2173509
3393,23121181.817149714
3394,66081053.10237213
3395,164393170.34204692
3396,27856055.866301566
3397,86677900.88216054
3398,164490024.91432354
3399,27023440.921223283
3400,89417296.4352694
3401,328424435.5786333
3402,23533893.17232976
3403,128539674.28315493
3404,328101361.2389364
3405,19278387.832038023
3406,127999743.75099215
3407,164148149.25091195
3408,24678407.34216495
3409,79588000.45187464
3410,9.88766337548049e+25
3411,22385563.2415518
3412,74198922.28251673
3413,328451245.4858419
3414,26905764.204733692
3415,85250121.44566579
3416,328451245.4858419
3417,21241160.64103818
3418,128453024.83566257
3419,328451245.4858419
3420,25403968.142236985
3421,75930749.56256364
3422,328453831.5113006
3423,19167048.07934188
3424,59504061.4787979
3425,328445916.7366308
3426,21241160.64103818
3427,89193506.10798505
3428,6.753011985757262e+24
3429,27819195.381387882
3430,127821264.46805568
3431,164181557.06831747
3432,19220039.05756784
3433,128254658.26964673
3434,328370244.9777768
3435,23081528.320808493
3436,128544277.23184375
3437,1.6352750386504613e+27
3438,23067326.819131225
3439,88777469.54732987
3440,1.1725730448558008e+26
3441,26495844.452799458
3442,89917944.05426228
3443,328327769.7980753
3444,25417801.52564849
3445,59990511.97840359
3446,164425739.42824775
3447,23072748.556277286
3448,67054531.536520675
3449,328470734.1091189
3450,23278491.768885083
3451,128372155.67136797
3452,328448501.9549669
3453,28134258.788137667
3454,57290631.69059386
3455,328529965.1791706
3456,29515271.249057613
3457,73581513.95866048
3458,1.0473636350125957e+27
3459,24181641.668985106
3460,128101568.29777499
3461,10831403365.630348
3462,19281676.40467195
3463,68237851.9128042
3464,164426914.66552728
3465,27243740.31272459
3466,88859842.2936436
3467,1.2239371106648997e+25
3468,23240414.929378357
3469,66295325.20762567
3470,164430662.09380287
3471,23108854.501576897
3472,92619116.73550951
3473,8190243014.794504
3474,24458676.89967236
3475,73958080.47333075
3476,328451245.4858419
3477,20731608.831686698
3478,66841599.262172975
3479,164243364.3210731
3480,19254174.892069485
3481,59801614.75196631
3482,328263344.99004745
3483,24788654.31341311
3484,128683535.20757568
3485,328499167.7281834
3486,25076512.14572022
3487,89341032.24142176
3488,164115742.8396679
3489,23467944.53998115
3490,85096189.5924162
3491,328214766.0095777
3492,23253794.902812205
3493,66754729.4935656
3494,328442669.06017566
3495,28090621.399695437
3496,66739288.68326922
3497,328432372.5978384
3498,19267853.83159136
3499,64948465.82975288
3500,328421705.5246003
3501,24203470.82522006
3502,57081566.96277388
3503,164149615.65159017
3504,24132384.03287791
3505,128521381.26087072
3506,164317327.3626094
3507,19281719.042146217
3508,89402871.82817286
3509,328182777.90750754
3510,19152742.818326853
3511,61410075.863852695
3512,328451245.4858419
3513,19272103.84819943
3514,87368435.57473198
3515,139477053012.47028
3516,23135552.970053844
3517,89350781.18914548
3518,328448609.900581
3519,23476100.52075585
3520,89773941.70810324
3521,59545167544.325096
3522,26884033.654801656
3523,128261485.21442339
3524,7834349715.8189945
3525,24013748.248827703
3526,77186221.77980998
3527,2399834002.4336977
3528,23343501.623180047
3529,128253559.40563631
3530,328447047.11347425
3531,23924333.18260754
3532,56177551.41656117
3533,328450057.5177117
3534,27534413.096346967
3535,127843196.9854537
3536,328424435.5786333
3537,20731608.831686698
3538,128286528.57667935
3539,328062380.8639935
3540,20731608.831686698
3541,58540398.683063805
3542,328428824.2165982
3543,20655256.74318362
3544,62471873.52932863
3545,1.4746165121280907e+27
3546,26630051.573536463
3547,72464503.0101438
3548,328451245.4858419
3549,27670842.560156666
3550,52443144.69996357
3551,328465197.83228713
3552,22068548.775535963
3553,68462964.20870984
3554,328474857.62025005
3555,26003681.191459775
3556,70596579.55832608
3557,164795127.33131194
3558,19268169.90146197
3559,70968835.89498708
3560,164725636.8065575
3561,24209586.72582807
3562,75410059.37306811
3563,328451245.4858419
3564,23175462.060896814
3565,127977111.5429661
3566,1460958480.6186066
3567,19205102.37933316
3568,63256083.601689175
3569,328442669.06017566
3570,22824464.593111422
3571,66332943.10840044
3572,1.8727139011730025e+26
3573,24369017.353176005
3574,106094796.63638628
3575,1508185944125.5984
3576,26821582.188837115
3577,79992187.40663092
3578,328451245.4858419
3579,20731608.831686698
3580,74470046.04264769
3581,328216565.1526349
3582,29137712.513965108
3583,69883656.6043025
3584,10981224917.54891
3585,19252992.527041458
3586,75391080.54895633
3587,525832681673.9876
3588,22068548.775535963
3589,128557472.1835351
3590,3918596160.817093
3591,19320917.009278163
3592,94643135.92521173
3593,328451245.4858419
3594,20731608.831686698
3595,92767982.87313887
3596,2527458376.745571
3597,19185344.99986481
3598,128259815.07032546
3599,1.2000826809518349e+27
3600,24607510.958399545
3601,89095279.16979866
3602,328203554.36625135
3603,23187566.73661167
3604,89497192.63310234
3605,328325994.9772472
3606,25124097.09512334
3607,66797437.49449883
3608,328451245.4858419
3609,27721334.638630886
3610,66993686.383043155
3611,328442719.2246791
3612,23999364.427424576
3613,83552790.32630596
3614,328440856.23434395
3615,25504983.92717378
3616,92098170.1309509
3617,164412720.84579122
3618,23226511.37485694
3619,90561831.0139949
3620,328451245.4858419
3621,22596030.016678937
3622,89217552.70993423
3623,328425824.4513899
3624,22839621.184595782
3625,66564015.40525405
3626,3145390550.626701
3627,25979940.457144637
3628,66479645.70035174
3629,38622059710.91525
3630,19285064.48639901
3631,66336097.50964378
3632,328451245.4858419
3633,19290125.391755395
3634,73482974.75115496
3635,762690612029.1692
3636,23916635.9023041
3637,67384117.60516858
3638,328451245.4858419
3639,21640036.164231427
3640,128182249.52765188
3641,328417816.39754057
3642,20655256.74318362
3643,82712909.25542352
3644,164795256.38778716
3645,23658988.927283607
3646,55781792.072256304
3647,8.202232237116045e+26
3648,19233249.06051707
3649,128195561.9958531
3650,328428534.26883215
3651,22944080.130303264
3652,128095402.4032844
3653,328424435.5786333
3654,19125761.707356866
3655,61788198.618978456
3656,767539655122.0083
3657,21640036.16423143
3658,85733022.78072822
3659,1.0489078395215107e+26
3660,23546004.601062063
3661,89330202.40014914
3662,328447477.39449424
3663,27013462.310702384
3664,46441344.292940274
3665,328464560.58352304
3666,24666216.15307365
3667,83827565.572742
3668,9.606594352094283e+24
3669,27864219.306990825
3670,89893898.17273577
3671,328355793.5197731
3672,26383775.544165697
3673,89446425.01100056
3674,328333232.94888365
3675,24327094.883668616
3676,128385249.15959747
3677,164231039.77872515
3678,22923709.95023233
3679,75617330.94627862
3680,328451245.4858419
3681,20731608.831686698
3682,128226527.3261694
3683,328460389.5153974
3684,23057066.704536486
3685,56639419.621289454
3686,164231219.62754598
3687,29738279.48638764
3688,127929499.18866201
3689,164418298.7679817
3690,26962183.98880439
3691,128280812.37937376
3692,164154263.3305581
3693,27101606.036401886
3694,128308362.00732389
3695,328397615.13433886
3696,27120174.147884272
3697,128469353.20609176
3698,8.941159566891281e+26
3699,25174995.714285485
3700,128055216.0813144
3701,40916474189.466805
3702,20655256.74318362
3703,187908220.79368007
3704,328451245.4858419
3705,27930526.703525506
3706,89265080.53600387
3707,958334421830.6996
3708,21640036.16423143
3709,71045845.92126954
3710,328435127.5431262
3711,19197216.00293147
3712,76796341.25356987
3713,164417554.94446808
3714,25831986.147604827
3715,188107136.9957469
3716,1.0051658003153297e+25
3717,21241160.64103818
3718,187280676.6957162
3719,328451245.4858419
3720,21241160.641038183
3721,89050950.2807459
3722,328424435.5786333
3723,24815551.828697875
3724,89503533.73449746
3725,58138989438.26991
3726,19203991.198738582
3727,63535460.44840876
3728,328431652.7761234
3729,23561011.86026234
3730,60748177.18113617
3731,328443312.19903135
3732,24865012.68925612
3733,109268523.08769651
3734,107583102681.25943
3735,24533669.705486737
3736,128427187.53694388
3737,164763068.30702266
3738,19245928.015006937
3739,71631953.86858885
3740,328451245.4858419
3741,26423870.118948955
3742,89419828.5376641
3743,96854774299.35239
3744,23107730.338299442
3745,66964772.89372642
3746,328446406.3892033
3747,19235031.39144919
3748,53361601.34548291
3749,328451245.4858419
3750,27627274.58090658
3751,188064765.62874034
3752,164798656.63683534
3753,20833246.156360824
3754,75205795.27381414
3755,328156943.3049105
3756,28945137.437763464
3757,71564793.02817707
3758,6.679682692871646e+24
3759,21241160.641038183
3760,89627293.21158993
3761,8.431059002099026e+24
3762,19210122.74526449
3763,71656086.95685236
3764,328499524.72028303
3765,26717473.33690814
3766,74858738.20843354
3767,328451245.4858419
3768,28675908.60449211
3769,128320486.7431067
3770,7630311226.125671
3771,24286952.99063877
3772,128156590.22762747
3773,6628045097.403224
3774,28193268.557863094
3775,76610857.05584589
3776,164167229.296138
3777,24682238.657203905
3778,83144249.15209708
3779,328451245.4858419
3780,24212884.52775287
3781,187749841.60426024
3782,328451245.4858419
3783,27439238.772200752
3784,60730015.674961664
3785,1.065070247800519e+25
3786,28124606.71674692
3787,89016690.25401893
3788,328444898.0164169
3789,19310569.634838678
3790,128882088.91597962
3791,974579019.1533604
3792,26737227.9037846
3793,81506818.9203597
3794,328451245.4858419
3795,19166568.372348107
3796,59931964.321685575
3797,328451245.4858419
3798,30088700.81086757
3799,187636632.18546593
3800,328451245.4858419
3801,20731608.831686698
3802,187844569.96599007
3803,328451245.4858419
3804,20655256.743183617
3805,74828653.21636964
3806,62310870488.050804
3807,26516621.214952163
3808,75387093.7658166
3809,328451245.4858419
3810,19367297.1578721
3811,65770097.64914073
3812,328424435.5786333
3813,24499573.65286959
3814,84843752.9345388
3815,328451245.4858419
3816,23668383.371423278
3817,69630093.2124147
3818,9164711472.47307
3819,20655256.74318362
3820,78201551.43407659
3821,23576630693.481483
3822,27779845.472629704
3823,80191710.90003447
3824,134873323246.97844
3825,23833319.048659552
3826,64290663.680126294
3827,3929551370.3012896
3828,28493893.416332494
3829,128013566.26234894
3830,328445237.59156543
3831,28928158.76357477
3832,65319978.24394752
3833,164185271.32516226
3834,19164289.032498714
3835,128271183.41491358
3836,328451245.4858419
3837,26067350.49307887
3838,187943084.31041044
3839,328448668.0438531
3840,19278400.775562838
3841,72843901.70854902
3842,328462565.2090667
3843,23911412.24293027
3844,65736668.59176161
3845,328446591.15647125
3846,21241160.64103818
3847,128232449.72759803
3848,328452770.9032537
3849,20655256.743183617
3850,187754171.1856351
3851,274298158071.30664
3852,27147931.97196243
3853,127860563.80269244
3854,328451245.4858419
3855,21640036.16423143
3856,68250921.66493116
3857,233750705909.52197
3858,28912695.548531674
3859,89388655.22458991
3860,2387501424.729681
3861,23962350.14361977
3862,76408206.53105631
3863,328453020.0250335
3864,24092090.162570156
3865,71410082.72577117
3866,328424435.5786333
3867,19159289.92398978
3868,67352063.82816038
3869,9.37777312663061e+25
3870,19288710.07147505
3871,70608094.02972555
3872,6.532940965312422e+25
3873,24229506.667637568
3874,65252832.71864364
3875,64845714767.83042
3876,28012968.48734815
3877,62534557.840673484
3878,1.0251206450282819e+26
3879,24310270.074216533
3880,128227654.94216771
3881,6386933051.942314
3882,20731608.831686698
3883,73975608.25438707
3884,74494952191.42998
3885,24558673.458793808
3886,89086094.42356856
3887,2.3312694505329136e+27
3888,28590172.39381513
3889,66485431.496818975
3890,328451245.4858419
3891,24951931.548331402
3892,89452419.77880357
3893,328383765.0313567
3894,19232269.460827425
3895,61789121.714117765
3896,164418743.0544219
3897,24627897.584448647
3898,76587383.53785895
3899,1.0920634266208357e+25
3900,25011033.293554597
3901,72569854.15374736
3902,7678549666.1000395
3903,19203665.173064418
3904,74328082.02477932
3905,7.815180327454658e+26
3906,19258746.94085284
3907,187500911.9910377
3908,164783529.02151823
3909,19291595.102386292
3910,63380714.99353123
3911,328457648.2182817
3912,24002603.66404743
3913,63195350.494041026
3914,18156971942.468487
