,0
560,328448571.35578555
561,28908807.46284174
562,65765869.95142169
563,147999750236.19983
564,20777988.92354551
565,127876148.44841886
566,328440585.471655
567,28889397.23066156
568,68425617.43160333
569,328451245.4858419
570,20645720.496438365
571,88983039.43012531
572,1.1144208724221319e+27
573,20861924.873967186
574,188013054.99997467
575,328451245.4858419
576,26674489.0999418
577,75086216.05404124
578,328451245.4858419
579,19461295.76293256
580,60754525.88959043
581,328420861.6289655
582,19174935.85039687
583,66333812.3611822
584,328257302.9508678
585,24531929.783452727
586,66194252.609678246
587,328456844.5133263
588,28534311.53529039
589,72672822.04903504
590,121786265288.01779
591,23767372.01614306
592,60762771.901812054
593,164422013.6500872
594,21241160.641038183
595,127932198.74540997
596,1.2138810030470952e+25
597,24599337.945855103
598,89442859.93663545
599,328442669.06017566
600,20655256.74318362
601,89675232.28916796
602,328448501.9549669
603,25571853.779783648
604,82302372.63914378
605,328451245.4858419
606,21241160.641038183
607,72631158.03322694
608,2021678039.2420902
609,25520788.306954086
610,59740349.243772194
611,328451245.4858419
612,19252082.41946824
613,77294788.8314907
614,2.5895854640963007e+25
615,25503496.220009543
616,54155528.061181866
617,328451245.4858419
618,25674131.199187633
619,128497680.70682748
620,328413981.6687023
621,27899440.52761677
622,128555697.06509066
623,328451245.4858419
624,20645720.49643836
625,62258551.467698775
626,328424435.5786333
627,19389656.122169234
628,76317817.9811981
629,328439584.11754
630,26452575.946339972
631,128509588.98787601
632,328451245.4858419
633,32898510.282266416
634,63730308.519454405
635,328423530.9945104
636,25959584.0894249
637,67451509.70291466
638,29538176051.671074
639,25108038.773186017
640,50709053.31680234
641,1.2761546331049421e+26
642,27361337.8469976
643,67300697.89906688
644,328442669.06017566
645,19387315.777270105
646,63639075.016010284
647,164417458.30657414
648,26083356.69871091
649,128381558.92026234
650,328100718.59289455
651,25580834.855067182
652,90993409.56381282
653,328451245.4858419
654,20731608.831686698
655,89023537.18255508
656,328442661.8265478
657,20638822.159198903
658,74832453.69371372
659,164792728.42297626
660,25094562.522152215
661,76657682.53633067
662,328451245.4858419
663,30190155.600209612
664,63999591.03476217
665,164176444.7857322
666,19395944.60478511
667,128583414.85242133
668,164069988.55728823
669,34891739.81267861
670,88756498.96571936
671,1.2773518954422216e+26
672,20777988.92354551
673,58638483.1990249
674,328451245.4858419
675,25441054.143737227
676,71395972.79911764
677,328451245.4858419
678,19423569.59068764
679,64164565.75348766
680,328362653.7413219
681,34190182.78175369
682,128146285.61666644
683,328452308.2732521
684,26646103.428591974
685,62429128.47299949
686,1.2333568789563605e+27
687,31361670.87760498
688,127700020.01101825
689,328424435.5786333
690,27791672.899905466
691,285905760.1727764
692,328409118.7949876
693,28231877.67416807
694,285914229.7012637
695,328451245.4858419
696,28280336.681767136
697,73255763.3528521
698,328451245.4858419
699,19330064.751914345
700,188216093.68825874
701,328435541.17098224
702,20620532.225385625
703,127954857.57997003
704,164147867.13724598
705,33771008.9997098
706,89620257.10261036
707,163888346.51566157
708,20773198.97448721
709,88792729.80926482
710,164790852.94768697
711,19473203.83198068
712,77885822.15985623
713,9.656199356765459e+26
714,34765695.78188995
715,127802332.80318467
716,328452010.12964547
717,26979627.587331105
718,57867846.46832691
719,328451245.4858419
720,19492244.37493003
721,58432106.00329755
722,1.1204515050509361e+27
723,28007903.209762253
724,128345849.80954893
725,328198248.2549624
726,19408701.435573373
727,128565466.71182866
728,164281539.4841025
729,20620532.225385625
730,74021572.25133798
731,328451245.4858419
732,19387665.885535873
733,65228193.48241721
734,328437916.95068043
735,29139719.785687566
736,66792774.855160594
737,391237675880.84784
738,19411418.120603185
739,127977755.4556417
740,328442669.06017566
741,27904332.465333514
742,66060206.0941783
743,328366162.40522176
744,20777988.923545506
745,89338168.33756992
746,328424435.5786333
747,31930804.699474476
748,62342841.49011394
749,328426846.48407745
750,20645720.496438365
751,89002997.56317958
752,1.4786638010418133e+26
753,20645720.496438365
754,60127233.53489125
755,328451245.4858419
756,19437775.521757077
757,89575662.4502661
758,164072120.39465752
759,26192129.06105271
760,187823047.2020546
761,328451245.4858419
762,19508625.33181983
763,89175540.24136798
764,1.141863381962366e+26
765,33482363.017614227
766,67598097.39922324
767,2706644052.663784
768,32857710.868201245
769,128437593.02953115
770,509880486322.5286
771,19453168.979668472
772,188140662.6815639
773,328410998.4308708
774,33082595.088014342
775,61058773.53710816
776,164248943.9934624
777,33162942.20056969
778,73603594.17778572
779,47107365379.83007
780,20773198.97448721
781,70856992.71792403
782,7.99254862307819e+24
783,27243618.894584555
784,71272966.58427604
785,328450342.3454991
786,28201800.598621152
787,94910306.6814021
788,328443216.47120297
789,19474044.798124976
790,188010965.87895358
791,704008872325.9869
792,27768621.42259257
793,127888027.24358329
794,9.000159356466038e+24
795,19457323.663550388
796,73692017.3865605
797,1.2176984779319204e+27
798,33342185.78166484
799,68683272.77495201
800,328451109.7917883
801,19459065.914780833
802,128159542.05389407
803,328451245.4858419
804,19449462.899952486
805,58984521.46144173
806,8.78079203314326e+25
807,20773198.97448721
808,69091662.53225258
809,1.4473861825557402e+26
810,34365205.47259404
811,127992347.49547105
812,164421600.61744827
813,34693271.35027609
814,89493851.22769944
815,328448501.9549669
816,27849292.03978733
817,74641484.32332066
818,5016413565.81129
819,32322189.457244337
820,74161713.33026178
821,328448501.9549669
822,27450902.256598156
823,67483426.0972133
824,164150288.5625463
825,27695051.005952664
826,89037109.57870296
827,328451245.4858419
828,32951976.214021582
829,93322448.92070825
830,164549687.28633565
831,26679922.211774223
832,187822113.15808764
833,328451245.4858419
834,32811754.3226839
835,57704686.95588777
836,886291366.527799
837,34805101.40390145
838,68656006.73464039
839,328424435.5786333
840,20620532.225385617
841,89340390.28113066
842,9.217305209949512e+24
843,20620532.225385617
844,72632143.39393857
845,328458176.8249699
846,32494078.3939661
847,70753890.51986018
848,328451245.4858419
849,19441896.163918655
850,128064941.88591926
851,328451245.4858419
852,26729331.930956583
853,68910750.85765775
854,328453031.3472326
855,19439050.440443538
856,187470940.23380384
857,328451245.4858419
858,26239661.00273436
859,71441551.11171672
860,1.1388416536195004e+27
861,32891527.311056037
862,72501319.45045426
863,9.404001255551361e+24
864,33157392.18139751
865,76471057.5483258
866,328129847.9655283
867,33590615.40930982
868,89234573.39030787
869,1.2692165022497557e+25
870,19485471.897996567
871,89001877.37489234
872,328129924.852372
873,27908896.79426697
874,89801151.35342695
875,230911558.5909814
876,33349510.045405667
877,61865246.831537805
878,164431300.1339417
879,20773198.97448721
880,128241249.14333391
881,1.4132212488885468e+26
882,27330076.24504464
883,128207508.28512779
884,163877724.93594143
885,33217390.196119606
886,69483181.21707168
887,1.3121647530240897e+26
888,32466233.43853145
889,67038659.631806515
890,164415560.91901693
891,19441860.366131466
892,67706538.23720889
893,328451245.4858419
894,27305970.243741434
895,88982428.20325613
896,328362042.7357165
897,32574475.850840442
898,66932245.00274155
899,328451245.4858419
900,19453145.418801144
901,89331281.52949019
902,328442661.8265478
903,26938110.15235685
904,57345860.546451166
905,327232505.6945132
906,26967021.678782575
907,74222467.81721856
908,328416075.67064846
909,35255342.1126241
910,67072470.85924556
911,328424435.5786333
912,30893083.470342617
913,93715045.63402982
914,328449887.75734234
915,34653749.36293473
916,75635967.72733508
917,328418807.0559177
918,19350218.132841267
919,89657955.15780547
920,328451245.4858419
921,26318676.050494768
922,127893808.42755172
923,328442669.06017566
924,31642422.574715696
925,67130600.34435408
926,163742776.7115698
927,26491144.657248355
928,60304781.18146135
929,20510559868.14106
930,27449485.912542693
931,187549992.49920964
932,8.675903816223151e+24
933,26673376.544599187
934,82833510.96665403
935,328442617.5000302
936,28108296.240264527
937,68119332.97926727
938,328451245.4858419
939,27907748.1453609
940,64170355.58289917
941,328451245.4858419
942,19398642.544078268
943,66724751.955063686
944,328451245.4858419
945,34437025.47203089
946,77482623.78104489
947,806903702066.398
948,31052646.42506365
949,65467493.58341435
950,328430790.1388038
951,31782415.94342205
952,71280869.8177226
953,328423530.9945104
954,32121304.35562976
955,57701513.0764593
956,328451245.4858419
957,32315977.23160044
958,128395669.76346846
959,164184257.74798974
960,32405104.616673063
961,66561259.95660435
962,238554297.88826162
963,32362483.00858762
964,67391021.43714514
965,328451245.4858419
966,26612078.584585387
967,76114076.08151093
968,1.4382191135927892e+25
969,19469113.099127434
970,61251538.49789218
971,324654381.67556655
972,33078042.652500577
973,63877627.20450483
974,328451245.4858419
975,27943896.289563
976,67729904.8530702
977,4.617123353949414e+24
978,33307568.004085798
979,66533768.36341568
980,328451245.4858419
981,33128307.781757783
982,66586890.02778456
983,164175232.94451386
984,28241811.79882198
985,128244641.18128762
986,328129923.8286311
987,28985591.59323728
988,285938594.14181006
989,7.882422390213511e+24
990,33779666.45851917
991,62921954.08189221
992,164262179.8002067
993,27484565.95928838
994,73735435.76814272
995,164408177.61662233
996,32573374.744423926
997,285969496.4517187
998,328452333.63609135
999,33311184.11483069
1000,128020062.88659772
1001,328451182.1485543
1002,19449678.681228045
1003,128413920.9635981
1004,8.801288905209477e+26
1005,32634655.74519656
1006,285995514.6780974
1007,328448501.9549669
1008,34889052.16365084
1009,188193918.67271453
1010,328451245.4858419
1011,31956434.999608062
1012,187724293.370277
1013,328439810.4644173
1014,27215747.73752017
1015,59564601.98880769
1016,328451245.4858419
1017,26575886.97879059
1018,187737472.73286706
1019,164799605.52553415
1020,19372339.69217491
1021,82631401.47382496
1022,328412654.1625469
1023,20645720.496438365
1024,89651612.90163383
1025,1.1671168721181471e+26
1026,33165843.259577345
1027,69885957.12812455
1028,2.0264351057936052e+25
1029,31599296.038054418
1030,127968296.90564683
1031,328451245.4858419
1032,31211786.611600287
1033,128536098.37126109
1034,328451245.4858419
1035,27313451.61052844
1036,73713475.62908287
1037,164426953.17541036
1038,33557369.7676413
1039,78868589.12153359
1040,328442669.06017566
1041,20620532.22538562
1042,72984907.98708007
1043,328444381.91990197
1044,34679156.55477761
1045,89467715.27405018
1046,164599965.84389663
1047,27986166.277154766
1048,128509555.79399511
1049,328447570.23365086
1050,20773198.97448721
1051,128353441.99065991
1052,164182107.72205245
1053,27744349.42308376
1054,58150054.87264861
1055,164794422.93718305
1056,32557322.81139679
1057,127810352.06833072
1058,328448499.64096767
1059,27184430.629496187
1060,128400732.12660205
1061,328451245.4858419
1062,34173188.58894392
1063,128120919.58514962
1064,9884946278.6397
1065,27357316.457523964
1066,69406685.20099205
1067,328442669.06017566
1068,34064742.46448289
1069,89661177.92090945
1070,5.918852839042156e+25
1071,25976037.832665645
1072,67589300.60748401
1073,328423530.9945104
1074,27869289.872685164
1075,72700345.43869153
1076,328451245.4858419
1077,27998742.151317954
1078,60509527.25488973
1079,328451245.4858419
1080,26370121.14012709
1081,78804709.85525538
1082,328448501.9549669
1083,32298927.36816711
1084,65777733.06910398
1085,328448499.64096767
1086,20777988.923545506
1087,89308446.6549723
1088,9.238050181137785e+24
1089,33512517.5250733
1090,85994836.39434847
1091,328451245.4858419
1092,20777988.923545506
1093,90970863.82227139
1094,328408983.75334275
1095,27935199.086218048
1096,128275925.98240304
1097,328424435.5786333
1098,20853257.3894025
1099,81192769.32909791
1100,1.027561073949379e+27
1101,20620532.225385625
1102,128287446.305656
1103,15961291463.276733
1104,19396345.697806496
1105,82171900.71506207
1106,164192594.72489697
1107,26943767.57112374
1108,128500558.66889167
1109,328451245.4858419
1110,26213380.05860516
1111,59812208.10394684
1112,328129847.9655283
1113,28624380.894010633
1114,86189948.4260452
1115,46231438463.234276
1116,32661268.842851322
1117,55989594.96842716
1118,219319493.66674948
1119,27527634.035753738
1120,89019569.25342272
1121,328451245.4858419
1122,31434060.171506982
1123,58917337.81814374
1124,164161026.14259213
1125,25930382.183739506
1126,67021557.84359515
1127,327232258.6533796
1128,32178228.661239408
1129,187686173.69284624
1130,328451245.4858419
1131,19354354.038230937
1132,187804519.02871737
1133,327232258.6533796
1134,30567778.89727316
1135,89316954.31809124
1136,328451245.4858419
1137,19304460.892520145
1138,285927811.2432486
1139,328390022.37281203
1140,27344686.611655332
1141,77988465.36800943
1142,328451245.4858419
1143,30583078.894009132
1144,188096966.48512942
1145,328451245.4858419
1146,27026584.81283585
1147,57336513.36291429
1148,1.3188457307500568e+27
1149,25588198.250710618
1150,187786756.62890738
1151,164794950.84150714
1152,19288147.20952444
1153,67776849.90237102
1154,66184289105.11271
1155,25034795.613658488
1156,128398789.44727401
1157,328426196.5366818
1158,25163449.52708121
1159,187543244.18507674
1160,164794719.8653998
1161,19397306.625315323
1162,67858155.54577975
1163,8.402631784076982e+24
1164,25081457.654476326
1165,89330628.0757952
1166,328451245.4858419
1167,30580296.215517752
1168,76896875.93926382
1169,328442495.6852951
1170,26010050.051814646
1171,76584395.2505142
1172,164187721.9138922
1173,28012669.891311258
1174,86819026.70575182
1175,328179181.3301642
1176,25597279.827063784
1177,81599826.5677629
1178,328442669.06017566
1179,25468087.91264386
1180,68542314.875308
1181,1.1572553094384692e+25
1182,28000824.367889076
1183,69844087.69004412
1184,164372421.6079708
1185,25832994.149286367
1186,128093998.03979342
1187,2899056943.0400743
1188,19186259.18197949
1189,128340425.8586675
1190,3713508282.7634354
1191,25045566.70864936
1192,89417122.34078947
1193,163856441.56353304
1194,25833033.02063758
1195,88230231.99439977
1196,328446220.3399614
1197,19177723.415823035
1198,128310368.72862665
1199,9.332303075271992e+24
1200,20861924.873967186
1201,65103925.744533755
1202,76419848358.19742
1203,27708250.804320764
1204,89193634.78664038
1205,24378107481.373608
1206,19221037.951974552
1207,285984915.40825415
1208,328442714.1203472
1209,19182296.034342296
1210,187311779.52297622
1211,8.339519492974118e+26
1212,20638822.1591989
1213,89224228.13666038
1214,328451245.4858419
1215,23877192.080627903
1216,70610370.46307936
1217,328451245.4858419
1218,29688710.424313445
1219,187792489.00676465
1220,328448501.9549669
1221,24718658.354135875
1222,82283095.61310735
1223,7.831288091987961e+24
1224,19305177.28515964
1225,285959792.7797316
1226,328148394.01715904
1227,32430170.990804248
1228,70178593.2694498
1229,164796749.3289647
1230,24795182.51982084
1231,128237370.73092718
1232,7.683552417570122e+24
1233,26883075.61715164
1234,82081935.34843692
1235,328332641.5941571
1236,28539121.173687957
1237,58916428.47770772
1238,328451245.4858419
1239,26500243.14993689
1240,62534434.16585426
1241,328451245.4858419
1242,25919221.1616508
1243,286010982.5017432
1244,163990306.94943818
1245,32228577.8083691
1246,61222878.49185429
1247,328195421.4684107
1248,30177983.64310075
1249,128360513.00986107
1250,328445320.1559295
1251,19266674.355682332
1252,187614067.50573665
1253,17277900926.658134
1254,28374908.42512846
1255,89208159.17658754
1256,163993657.11340302
1257,27019926.848177325
1258,61260388.47490545
1259,164795744.2837922
1260,20861924.873967186
1261,128580692.97254702
1262,3.810482127248902e+26
1263,19306157.443138167
1264,58924594.45179708
1265,328442669.06017566
1266,28086466.742154308
1267,285936143.42608964
1268,328451245.4858419
1269,19182198.178356946
1270,85555021.0186968
1271,1.0110598709761044e+27
1272,23466235.676211063
1273,89410898.26900943
1274,1.1476328363575415e+27
1275,25178543.312070604
1276,67014939.36496015
1277,328362719.0173862
1278,27546055.432292156
1279,82527916.16823094
1280,328442669.06017566
1281,24805613.673869975
1282,127933236.07976553
1283,328337119.33331805
1284,19204927.408326615
1285,89151065.07234393
1286,164098742.64220282
1287,19258246.058003917
1288,127851181.0710531
1289,1.1893405980461387e+26
1290,21977315.94248759
1291,285939046.9779521
1292,2.9976662289215385e+26
1293,24422341.067055058
1294,58150274.30292891
1295,328284593.6266786
1296,23594470.219180405
1297,285939185.9324187
1298,328448501.9549669
1299,22855437.969317786
1300,80441318.37861127
1301,164127574.72797656
1302,27288754.82481029
1303,187714466.11675397
1304,328451757.22812396
1305,21640036.16423143
1306,75079804.00997543
1307,1.366605340125039e+26
1308,22308099.952946994
1309,77071309.11856803
1310,559161324126.9352
1311,25133285.879805367
1312,66176401.00698129
1313,328451245.4858419
1314,22807286.444087453
1315,286060654.562365
1316,328451245.4858419
1317,23655489.071482558
1318,59335014.57468593
1319,164112483.32936555
1320,24124605.10394623
1321,285888977.09038275
1322,328451245.4858419
1323,27356006.07972873
1324,285942083.3659471
1325,804880954.6523166
1326,23262719.816848107
1327,70871810.54856697
1328,19069632047.163647
1329,24137937.22781425
1330,81475441.11416814
1331,328451245.4858419
1332,25280941.687734865
1333,63863872.903598025
1334,1.3533102986511906e+27
1335,22186662.545740753
1336,63307978.25836726
1337,320885579120.79236
1338,23832410.070163675
1339,89397304.96765281
1340,328451245.4858419
