,mean_test_score,mean_fit_time,params,rank_test_scores,status,budgets,param_data_preprocessor:__choice__,param_feature_preprocessor:__choice__,param_regressor:__choice__,param_regressor:liblinear_svr:C,param_regressor:liblinear_svr:dual,param_regressor:liblinear_svr:epsilon,param_regressor:liblinear_svr:fit_intercept,param_regressor:liblinear_svr:intercept_scaling,param_regressor:liblinear_svr:loss,param_regressor:liblinear_svr:tol,param_regressor:random_forest:bootstrap,param_regressor:random_forest:criterion,param_regressor:random_forest:max_depth,param_regressor:random_forest:max_features,param_regressor:random_forest:max_leaf_nodes,param_regressor:random_forest:min_impurity_decrease,param_regressor:random_forest:min_samples_leaf,param_regressor:random_forest:min_samples_split,param_regressor:random_forest:min_weight_fraction_leaf,param_regressor:sgd:alpha,param_regressor:sgd:average,param_regressor:sgd:fit_intercept,param_regressor:sgd:learning_rate,param_regressor:sgd:loss,param_regressor:sgd:penalty,param_regressor:sgd:tol,param_regressor:sgd:epsilon,param_regressor:sgd:eta0,param_regressor:sgd:l1_ratio,param_regressor:sgd:power_t
0,16107.541387381443,202.990332365036,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 1.0, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 1, 'regressor:random_forest:min_samples_split': 2, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",46,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mse,None,1.0,None,0.0,1.0,2.0,0.0,,,,,,,,,,,
1,60012.44417616382,0.34938478469848633,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 1.964717151882485e-06, 'regressor:sgd:average': 'False', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'optimal', 'regressor:sgd:loss': 'huber', 'regressor:sgd:penalty': 'l2', 'regressor:sgd:tol': 0.018295484560765917, 'regressor:sgd:epsilon': 0.002185604769767247}",60,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,1.964717151882485e-06,False,True,optimal,huber,l2,0.018295484560765917,0.002185604769767247,,,
2,1206254.8389953908,0.36365365982055664,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 1.4584326321982225e-07, 'regressor:sgd:average': 'False', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'constant', 'regressor:sgd:loss': 'squared_loss', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 0.022794982100263858, 'regressor:sgd:eta0': 0.06787675950584468}",62,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,1.4584326321982225e-07,False,True,constant,squared_loss,l1,0.022794982100263858,,0.06787675950584468,,
3,2147483647.0,240.09640836715698,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.9473793754831856, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 17, 'regressor:random_forest:min_samples_split': 15, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",67,Timeout,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mae,None,0.9473793754831856,None,0.0,17.0,15.0,0.0,,,,,,,,,,,
4,17024.504344072164,0.7756764888763428,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 553.1816294738262, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.12437545583018453, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.003472981073760073}",53,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,553.1816294738262,False,0.12437545583018453,True,1.0,squared_epsilon_insensitive,0.003472981073760073,,,,,,,,,,,,,,,,,,,,
5,15805.755589161312,24.642106771469116,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.15487038672491377, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 16, 'regressor:random_forest:min_samples_split': 6, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",9,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.15487038672491377,None,0.0,16.0,6.0,0.0,,,,,,,,,,,
6,15878.349046108788,22.085569143295288,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.18392327132015557, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 6, 'regressor:random_forest:min_samples_split': 16, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",21,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mse,None,0.18392327132015557,None,0.0,6.0,16.0,0.0,,,,,,,,,,,
7,15877.690503040374,67.33583974838257,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.6352274678928874, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 12, 'regressor:random_forest:min_samples_split': 10, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",20,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,friedman_mse,None,0.6352274678928874,None,0.0,12.0,10.0,0.0,,,,,,,,,,,
8,15728.816041160437,87.29195642471313,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.44328491320125796, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 16, 'regressor:random_forest:min_samples_split': 2, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",2,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.44328491320125796,None,0.0,16.0,2.0,0.0,,,,,,,,,,,
9,16941.51742002753,7.996987342834473,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 0.4578892646935806, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.7184703733956151, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.00014813857226472004}",50,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,0.4578892646935806,False,0.7184703733956151,True,1.0,squared_epsilon_insensitive,0.00014813857226472004,,,,,,,,,,,,,,,,,,,,
10,15834.730698187055,124.54304647445679,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.5323284595580118, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 4, 'regressor:random_forest:min_samples_split': 2, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",12,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.5323284595580118,None,0.0,4.0,2.0,0.0,,,,,,,,,,,
11,17001.117645835955,0.4915730953216553,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 3.111289371364336, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.02301026155165995, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.017795076618776492}",51,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,3.111289371364336,False,0.02301026155165995,True,1.0,squared_epsilon_insensitive,0.017795076618776492,,,,,,,,,,,,,,,,,,,,
12,15799.453339056523,22.867716073989868,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.11662094241424412, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 7, 'regressor:random_forest:min_samples_split': 18, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",8,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.11662094241424412,None,0.0,7.0,18.0,0.0,,,,,,,,,,,
13,2147483647.0,240.1035671234131,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.20438549580594328, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 1, 'regressor:random_forest:min_samples_split': 5, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",67,Timeout,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mae,None,0.20438549580594328,None,0.0,1.0,5.0,0.0,,,,,,,,,,,
14,15884.39088878057,51.574565172195435,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.5602832502167204, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 16, 'regressor:random_forest:min_samples_split': 2, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",23,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,mse,None,0.5602832502167204,None,0.0,16.0,2.0,0.0,,,,,,,,,,,
15,15772.126820309315,42.85214686393738,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.2536242908583013, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 13, 'regressor:random_forest:min_samples_split': 10, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",5,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.2536242908583013,None,0.0,13.0,10.0,0.0,,,,,,,,,,,
16,15886.327468666197,53.027801275253296,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.61789242492268, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 19, 'regressor:random_forest:min_samples_split': 3, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",24,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,friedman_mse,None,0.61789242492268,None,0.0,19.0,3.0,0.0,,,,,,,,,,,
17,15674.68986802762,125.72803330421448,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.698281096320785, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 11, 'regressor:random_forest:min_samples_split': 5, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",1,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.698281096320785,None,0.0,11.0,5.0,0.0,,,,,,,,,,,
18,15835.862369888613,18.696194648742676,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.11526923585209747, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 14, 'regressor:random_forest:min_samples_split': 17, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",13,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.11526923585209747,None,0.0,14.0,17.0,0.0,,,,,,,,,,,
19,17044.59631522306,6.987433910369873,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 1.3028224885676118, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.7380682149248058, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 3.0335002066762922e-05}",54,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,1.3028224885676118,False,0.7380682149248058,True,1.0,squared_epsilon_insensitive,3.0335002066762922e-05,,,,,,,,,,,,,,,,,,,,
20,15958.73388319716,0.3322274684906006,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 3.725242314044498e-05, 'regressor:sgd:average': 'False', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'constant', 'regressor:sgd:loss': 'huber', 'regressor:sgd:penalty': 'l2', 'regressor:sgd:tol': 0.00010409218970319549, 'regressor:sgd:epsilon': 1.3110828883633627e-05, 'regressor:sgd:eta0': 5.54534269847118e-06}",38,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,3.725242314044498e-05,False,True,constant,huber,l2,0.00010409218970319549,1.3110828883633627e-05,5.54534269847118e-06,,
21,17096.546522908775,7.3581085205078125,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 3.674112465896452, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.4917824013188509, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.00011329335551332864}",55,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,3.674112465896452,False,0.4917824013188509,True,1.0,squared_epsilon_insensitive,0.00011329335551332864,,,,,,,,,,,,,,,,,,,,
22,16202.60318273891,159.9346125125885,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.6720773486203863, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 3, 'regressor:random_forest:min_samples_split': 18, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",47,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.6720773486203863,None,0.0,3.0,18.0,0.0,,,,,,,,,,,
23,15958.71489367426,0.36385488510131836,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 0.00021192921434025347, 'regressor:sgd:average': 'False', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'invscaling', 'regressor:sgd:loss': 'squared_loss', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 4.985588698006727e-05, 'regressor:sgd:eta0': 1.2927772939426972e-07, 'regressor:sgd:power_t': 0.46978500380883165}",36,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,0.00021192921434025347,False,True,invscaling,squared_loss,l1,4.985588698006727e-05,,1.2927772939426972e-07,,0.46978500380883165
24,15874.152477866617,46.42236590385437,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'True', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.47540713757884345, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 13, 'regressor:random_forest:min_samples_split': 19, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",19,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,True,friedman_mse,None,0.47540713757884345,None,0.0,13.0,19.0,0.0,,,,,,,,,,,
25,2147483647.0,240.0606541633606,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mae', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.13973427190345478, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 1, 'regressor:random_forest:min_samples_split': 7, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",67,Timeout,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mae,None,0.13973427190345478,None,0.0,1.0,7.0,0.0,,,,,,,,,,,
26,15828.409543869215,17.736030101776123,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.11882290598725773, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 20, 'regressor:random_forest:min_samples_split': 10, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",11,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,mse,None,0.11882290598725773,None,0.0,20.0,10.0,0.0,,,,,,,,,,,
27,15872.0495444158,71.77593946456909,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.35190109391449353, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 8, 'regressor:random_forest:min_samples_split': 15, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",18,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.35190109391449353,None,0.0,8.0,15.0,0.0,,,,,,,,,,,
28,15945.945675002444,0.5188412666320801,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 0.00015079932368616776, 'regressor:sgd:average': 'True', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'constant', 'regressor:sgd:loss': 'squared_loss', 'regressor:sgd:penalty': 'l2', 'regressor:sgd:tol': 0.01932089196036869, 'regressor:sgd:eta0': 3.1631027139839633e-06}",31,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,0.00015079932368616776,True,True,constant,squared_loss,l2,0.01932089196036869,,3.1631027139839633e-06,,
29,19399.221130270267,8.44314169883728,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 6601.189689877142, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.01086491175087412, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.0007933024746481655}",57,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,6601.189689877142,False,0.01086491175087412,True,1.0,squared_epsilon_insensitive,0.0007933024746481655,,,,,,,,,,,,,,,,,,,,
30,16515.095948683906,0.5366075038909912,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 802.1630138319921, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.0011412059089368834, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.03297758800685027}",48,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,802.1630138319921,False,0.0011412059089368834,True,1.0,squared_epsilon_insensitive,0.03297758800685027,,,,,,,,,,,,,,,,,,,,
31,17012.247110296266,0.4542825222015381,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'liblinear_svr', 'regressor:liblinear_svr:C': 3.372524438928977, 'regressor:liblinear_svr:dual': 'False', 'regressor:liblinear_svr:epsilon': 0.00845098161482834, 'regressor:liblinear_svr:fit_intercept': 'True', 'regressor:liblinear_svr:intercept_scaling': 1, 'regressor:liblinear_svr:loss': 'squared_epsilon_insensitive', 'regressor:liblinear_svr:tol': 0.02011666761276964}",52,Success,0.0,NoPreprocessing,no_preprocessing,liblinear_svr,3.372524438928977,False,0.00845098161482834,True,1.0,squared_epsilon_insensitive,0.02011666761276964,,,,,,,,,,,,,,,,,,,,
32,16522.51633862257,0.5297491550445557,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 0.0004996254250426913, 'regressor:sgd:average': 'True', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'invscaling', 'regressor:sgd:loss': 'squared_epsilon_insensitive', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 0.000940828272574568, 'regressor:sgd:epsilon': 0.009181123755115995, 'regressor:sgd:eta0': 0.021969740791642132, 'regressor:sgd:power_t': 0.6548895088543744}",49,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,0.0004996254250426913,True,True,invscaling,squared_epsilon_insensitive,l1,0.000940828272574568,0.009181123755115995,0.021969740791642132,,0.6548895088543744
33,1383807.0357405166,0.5286462306976318,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'sgd', 'regressor:sgd:alpha': 4.071925828163955e-05, 'regressor:sgd:average': 'True', 'regressor:sgd:fit_intercept': 'True', 'regressor:sgd:learning_rate': 'optimal', 'regressor:sgd:loss': 'squared_epsilon_insensitive', 'regressor:sgd:penalty': 'l1', 'regressor:sgd:tol': 0.0002662848602461233, 'regressor:sgd:epsilon': 2.8178782077875036e-05}",65,Success,0.0,NoPreprocessing,no_preprocessing,sgd,,,,,,,,,,,,,,,,,4.071925828163955e-05,True,True,optimal,squared_epsilon_insensitive,l1,0.0002662848602461233,2.8178782077875036e-05,,,
34,16100.387144060436,68.0400276184082,"{'data_preprocessor:__choice__': 'NoPreprocessing', 'feature_preprocessor:__choice__': 'no_preprocessing', 'regressor:__choice__': 'random_forest', 'regressor:random_forest:bootstrap': 'False', 'regressor:random_forest:criterion': 'friedman_mse', 'regressor:random_forest:max_depth': 'None', 'regressor:random_forest:max_features': 0.19074610157610228, 'regressor:random_forest:max_leaf_nodes': 'None', 'regressor:random_forest:min_impurity_decrease': 0.0, 'regressor:random_forest:min_samples_leaf': 1, 'regressor:random_forest:min_samples_split': 4, 'regressor:random_forest:min_weight_fraction_leaf': 0.0}",45,Success,0.0,NoPreprocessing,no_preprocessing,random_forest,,,,,,,,False,friedman_mse,None,0.19074610157610228,None,0.0,1.0,4.0,0.0,,,,,,,,,,,
